2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:52 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 11:27:31 - price_service - ERROR - Price update failed after 0.01 seconds
2025-08-01 11:30:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:39 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:39 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:55:39 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:39 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:39 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:39 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:03:21 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:03:26 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:03:26 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:03:26 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:03:26 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:03:26 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:03:26 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:03:43 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:03:45 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:03:45 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:03:45 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:03:45 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:03:45 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:03:45 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:03:50 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:03:50 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:03:50 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:03:50 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:03:50 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:03:50 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:03:52 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 05:04:01 - price_service - WARNING - No price record found for 5 in USD, using default values
